timestamp,entry_idx,exit_idx,type,entry_price,stop_loss,take_profit,exit_price,hit_sl,hit_tp,profit_loss
46811,46811,177,SELL,0.90913,0.9112,0.9049899999999999,0.9112,True,False,-0.0020700000000000163
46834,46834,19,BUY,0.90864,0.907575,0.9093743097717257,0.9093743097717257,False,True,0.0007343097717257274
46855,46855,133,SELL,0.90986,0.91133,0.9069200000000001,0.91133,True,False,-0.0014699999999999713
46856,46856,143,SELL,0.9101,0.9119450000000001,0.9064099999999998,0.9119450000000001,True,False,-0.0018450000000000966
46857,46857,143,SELL,0.91018,0.912115,0.90631,0.912115,True,False,-0.00193500000000002
46948,46948,33,BUY,0.90946,0.9073600000000002,0.9108631441483505,0.9108631441483505,False,True,0.0014031441483504103
47021,47021,24,SELL,0.91301,0.91472,0.9095899999999999,0.9095899999999999,False,True,0.0034200000000000896
47045,47045,0,BUY,0.91123,0.9089799999999999,0.9130209864308243,0.9089799999999999,True,False,-0.0022500000000000853
47046,47046,40,BUY,0.90988,0.90688,0.9135644818813758,0.9135644818813758,False,True,0.003684481881375823
47122,47122,132,SELL,0.91402,0.9163150000000001,0.90943,0.9163150000000001,True,False,-0.002295000000000047
47123,47123,159,SELL,0.91439,0.91727,0.9086299999999999,0.91727,True,False,-0.0028799999999999937
47124,47124,170,SELL,0.91453,0.91753,0.90853,0.91753,True,False,-0.0030000000000000027
47137,47137,55,BUY,0.91322,0.9109700000000001,0.9146043662207752,0.9146043662207752,False,True,0.0013843662207752017
47147,47147,29,BUY,0.91258,0.9100149999999998,0.914525822308228,0.914525822308228,False,True,0.0019458223082280401
47161,47161,110,SELL,0.91415,0.91685,0.90875,0.91685,True,False,-0.0027000000000000357
47162,47162,109,SELL,0.91439,0.9168499999999999,0.9094700000000001,0.9168499999999999,True,False,-0.0024599999999999067
47233,47233,21,BUY,0.91538,0.91442,0.9159528331487259,0.9159528331487259,False,True,0.0005728331487259153
47235,47235,19,BUY,0.91524,0.9139800000000001,0.9160099344730603,0.9160099344730603,False,True,0.0007699344730602853
47299,47299,246,SELL,0.91786,0.91948,0.9146200000000001,0.91948,True,False,-0.0016199999999999548
47300,47300,245,SELL,0.91792,0.9192849999999999,0.9151900000000001,0.9192849999999999,True,False,-0.0013649999999999496
47333,47333,29,BUY,0.91661,0.914525,0.9182417003091895,0.9182417003091895,False,True,0.0016317003091894655
47375,47375,156,BUY,0.91698,0.9148650000000002,0.9183534629897668,0.9183534629897668,False,True,0.001373462989766816
47377,47377,155,BUY,0.91683,0.9144600000000002,0.9184431424030054,0.9184431424030054,False,True,0.0016131424030053632
47400,47400,118,BUY,0.91581,0.91281,0.9177237162050087,0.9177237162050087,False,True,0.0019137162050086864
47462,47462,56,BUY,0.91558,0.912835,0.9172896415659813,0.9172896415659813,False,True,0.0017096415659813013
47519,47519,594,SELL,0.91772,0.9202249999999998,0.9127100000000001,0.9127100000000001,False,True,0.005009999999999848
47521,47521,588,SELL,0.91781,0.9203300000000001,0.91277,0.91277,False,True,0.0050400000000000444
47522,47522,591,SELL,0.91792,0.920515,0.9127299999999999,0.9127299999999999,False,True,0.005190000000000028
47574,47574,18,BUY,0.91792,0.916345,0.9190567980469319,0.9190567980469319,False,True,0.0011367980469318972
47588,47588,320,SELL,0.919,0.9210550000000002,0.9148899999999998,0.9148899999999998,False,True,0.00411000000000028
47622,47622,43,BUY,0.91793,0.916205,0.9192934945184736,0.9192934945184736,False,True,0.001363494518473618
47710,47710,85,BUY,0.91774,0.91615,0.918780631446117,0.91615,True,False,-0.0015899999999999803
47751,47751,226,BUY,0.91682,0.9142099999999999,0.9188555846971939,0.9142099999999999,True,False,-0.0026100000000001122
47752,47752,225,BUY,0.91697,0.9143599999999998,0.9189362096497129,0.9143599999999998,True,False,-0.0026100000000001122
47796,47796,77,BUY,0.91608,0.9144000000000001,0.9173069976720643,0.9173069976720643,False,True,0.001226997672064245
47873,47873,241,SELL,0.91722,0.91956,0.91254,0.91254,False,True,0.0046800000000000175
47917,47917,3,BUY,0.91611,0.913305,0.9167222183110751,0.9167222183110751,False,True,0.0006122183110751633
